source_vector,reference_type,reference_name,cosine_similarity,cosine_distance,euclidean_distance,l1_distance,dot_product
0000007_04999_d_00000365_features,individual,0000205_02315_d_000020254_features,0.71272427,0.28727555,24.649906158447266,788.2403,692.0133
0000007_04999_d_00000365_features,individual,0000205_02315_d_00002025_features,0.6784402,0.32155973,27.577434539794922,879.7613,801.1494
0000007_04999_d_00000365_features,individual,0000205_02315_d_000020264_features,0.6967495,0.3032505,25.691137313842773,830.89954,732.1799
0000007_04999_d_00000365_features,individual,0000205_02315_d_00002027_features,0.7062425,0.29375756,25.36455726623535,808.54626,749.3274
0000007_04999_d_00000365_features,individual,0000205_02315_d_00002028_features,0.70242184,0.29757816,24.96978187561035,797.28784,665.0137
0000007_04999_d_00000365_features,individual,0000205_02315_d_0000202_features,0.66877466,0.33122534,26.56653594970703,858.183,678.51074
0000007_04999_d_00000365_features,individual,0000206_00308_d_000020410_features,0.6862024,0.3137976,26.513103485107422,850.9607,756.9154
0000007_04999_d_00000365_features,individual,0000206_00308_d_000020411_features,0.704749,0.29525107,25.839860916137695,833.6826,787.0139
0000007_04999_d_00000365_features,individual,0000206_00308_d_000020412_features,0.6507054,0.34929478,27.527124404907227,860.697,685.22064
0000007_04999_d_00000365_features,individual,0000206_00308_d_000020415_features,0.6645665,0.33543348,26.627548217773438,828.2036,663.4082
0000007_04999_d_00000365_features,individual,0000206_00308_d_000020417_features,0.64135545,0.3586446,26.8347110748291,824.7119,543.5164
0000007_04999_d_00000365_features,individual,0000206_00308_d_00002042_features,0.6282688,0.37173128,27.3746337890625,879.4966,558.5756
0000007_04999_d_00000365_features,individual,0000206_00308_d_00002043_features,0.6587993,0.3412006,26.771244049072266,862.3476,649.5613
0000007_04999_d_00000365_features,individual,0000206_00308_d_00002044_features,0.71541905,0.28458083,25.029359817504883,775.27637,764.84534
0000007_04999_d_00000365_features,individual,0000206_00308_d_00002046_features,0.68398994,0.31601,26.941370010375977,848.2817,780.36804
0000007_04999_d_00000365_features,individual,0000206_00308_d_00002047_features,0.70478725,0.29521275,25.23772430419922,819.76624,726.08154
0000007_04999_d_00000365_features,individual,0000206_00308_d_00002048_features,0.6072161,0.39278388,29.31503677368164,915.3821,650.8897
0000007_04999_d_00000365_features,individual,0000206_00308_d_00002049_features,0.60002565,0.39997423,30.342031478881836,921.75885,687.41125
0000007_04999_d_00000365_features,individual,0000206_00308_d_0000204_features,0.6976721,0.30232775,26.502410888671875,850.49493,806.9716
0000007_04999_d_00000365_features,individual,0000221_10787_d_000000813_features,0.53386533,0.46613467,29.979673385620117,937.66766,446.4972
0000007_04999_d_00000365_features,individual,0000221_10787_d_000000825_features,0.7107725,0.2892275,24.677438735961914,798.0757,679.42554
0000007_04999_d_00000365_features,individual,0000221_10787_d_00000084_features,0.6861497,0.31385016,25.430713653564453,802.81433,612.07855
0000007_04999_d_00000365_features,individual,0000221_10787_d_00000085_features,0.61435574,0.38564426,28.625314712524414,898.69727,627.73
0000007_04999_d_00000365_features,individual,0000221_10787_d_0000008_features,0.6813804,0.3186196,25.784595489501953,822.598,650.2673
0000007_04999_d_00000365_features,individual,0000221_11139_d_000000911_features,0.63691247,0.36308748,26.92979621887207,850.46375,524.1469
0000007_04999_d_00000365_features,individual,0000221_11139_d_000000916_features,0.63526404,0.3647359,27.199098587036133,862.6798,573.7805
0000007_04999_d_00000365_features,individual,0000221_11139_d_000000926_features,0.7309364,0.26906347,23.88678550720215,753.7198,600.73914
0000007_04999_d_00000365_features,individual,0000221_11139_d_00000093_features,0.7080348,0.29196525,25.63114356994629,815.0893,784.83777
