source_vector,reference_type,reference_name,cosine_similarity,cosine_distance,euclidean_distance,l1_distance,dot_product
0000007_04999_d_00000365_features,individual,9999937_00000_d_000014113_features,0.776024,0.22397602,22.057764053344727,692.45483,775.06494
0000007_04999_d_00000365_features,individual,9999937_00000_d_00001742_features,0.85034466,0.14965546,18.54141616821289,602.1481,957.2052
0000007_04999_d_00000365_features,individual,9999937_00000_d_00002203_features,0.6803942,0.31960583,26.156932830810547,832.6118,694.62476
0000007_04999_d_00000365_features,individual,9999937_00000_d_00002213_features,0.6185827,0.3814171,27.588661193847656,880.3987,533.21576
0000007_04999_d_00000365_features,individual,pickuptruck1_1000_features,0.6862415,0.3137585,25.397615432739258,779.0636,598.6777
0000007_04999_d_00000365_features,individual,pickuptruck1_104_features,0.6998818,0.3001182,25.43281364440918,789.6698,720.49634
0000007_04999_d_00000365_features,individual,pickuptruck1_1142_features,0.67809105,0.321909,25.718780517578125,808.8743,607.0421
0000007_04999_d_00000365_features,individual,pickuptruck1_1254_features,0.7009872,0.2990129,24.893320083618164,752.20764,618.0786
0000007_04999_d_00000365_features,individual,pickuptruck1_1321_features,0.68288696,0.31711304,25.486730575561523,773.0203,574.4219
0000007_04999_d_00000365_features,individual,pickuptruck1_1400_features,0.6737459,0.32625413,25.781761169433594,772.9524,544.4328
0000007_04999_d_00000365_features,individual,pickuptruck1_1500_features,0.6970159,0.30298394,25.019487380981445,757.0182,580.0554
0000007_04999_d_00000365_features,individual,pickuptruck1_1571_features,0.693815,0.30618495,25.12384605407715,755.54254,589.8711
0000007_04999_d_00000365_features,individual,pickuptruck1_15_features,0.69604313,0.3039567,25.26405906677246,782.7283,669.6517
0000007_04999_d_00000365_features,individual,pickuptruck1_1644_features,0.68073744,0.31926256,25.55756187438965,777.6483,572.5899
0000007_04999_d_00000365_features,individual,pickuptruck1_1653_features,0.68257546,0.31742436,25.49748992919922,774.74994,558.9684
0000007_04999_d_00000365_features,individual,pickuptruck1_1678_features,0.67185706,0.32814294,25.845462799072266,787.4967,562.4503
0000007_04999_d_00000365_features,individual,pickuptruck1_1_features,0.70588315,0.29411697,24.97490119934082,768.6049,695.6223
0000007_04999_d_00000365_features,individual,pickuptruck1_225_features,0.6731992,0.32680094,25.959753036499023,801.3505,619.744
0000007_04999_d_00000365_features,individual,pickuptruck2_1022_features,0.7564275,0.24357235,23.12731170654297,710.2517,596.9148
0000007_04999_d_00000365_features,individual,pickuptruck2_112_features,0.7218254,0.27817458,24.280916213989258,752.21277,569.21924
0000007_04999_d_00000365_features,individual,pickuptruck2_12_features,0.7169969,0.28300315,24.33243179321289,753.0311,604.87494
0000007_04999_d_00000365_features,individual,pickuptruck2_142_features,0.70937014,0.29062986,24.62598419189453,763.27185,579.0102
0000007_04999_d_00000365_features,individual,pickuptruck2_16_features,0.7157779,0.28422213,24.405651092529297,757.055,587.06165
0000007_04999_d_00000365_features,individual,pickuptruck2_246_features,0.7496948,0.25030506,23.152063369750977,708.1831,638.6677
0000007_04999_d_00000365_features,individual,pickuptruck2_26_features,0.7348442,0.26515597,23.84490203857422,735.16223,581.4164
0000007_04999_d_00000365_features,individual,pickuptruck2_292_features,0.7339066,0.26609343,23.854001998901367,733.8575,585.4209
0000007_04999_d_00000365_features,individual,pickuptruck2_311_features,0.74855316,0.25144672,23.13612937927246,713.64233,693.2829
0000007_04999_d_00000365_features,individual,pickuptruck2_346_features,0.7381292,0.2618708,23.644519805908203,728.6334,721.29596
0000007_04999_d_00000365_features,individual,pickuptruck2_386_features,0.7359364,0.2640636,23.903356552124023,739.49274,753.4254
0000007_04999_d_00000365_features,individual,pickuptruck2_417_features,0.72959125,0.27040863,24.406579971313477,755.5202,778.8026
0000007_04999_d_00000365_features,individual,pickuptruck2_5_features,0.70978266,0.29021716,24.589237213134766,765.1023,592.02075
0000007_04999_d_00000365_features,individual,pickuptruck3_1_features,0.6899432,0.3100567,25.482643127441406,812.5773,661.5411
0000007_04999_d_00000365_features,individual,pickuptruck3_361_features,0.6439683,0.35603166,27.004066467285156,859.31323,597.0061
0000007_04999_d_00000365_features,individual,pickuptruck3_543_features,0.6323997,0.36760038,27.24620246887207,854.0801,563.3047
0000007_04999_d_00000365_features,individual,pickuptruck3_590_features,0.6278532,0.3721468,27.18719482421875,840.72485,509.6475
0000007_04999_d_00000365_features,individual,pickuptruck3_59_features,0.6961071,0.30389285,25.156957626342773,806.56213,647.046
0000007_04999_d_00000365_features,individual,pickuptruck3_634_features,0.68729573,0.31270427,25.34257698059082,784.2857,582.776
0000007_04999_d_00000365_features,individual,pickuptruck3_64_features,0.6785141,0.32148582,26.110729217529297,838.62695,678.73706
0000007_04999_d_00000365_features,individual,pickuptruck3_662_features,0.66889346,0.3311066,26.365835189819336,820.60986,655.56946
0000007_04999_d_00000365_features,individual,pickuptruck3_688_features,0.6791191,0.3208809,25.80498504638672,802.9142,636.8236
0000007_04999_d_00000365_features,individual,pickuptruck3_710_features,0.6577431,0.34225684,26.510650634765625,822.9487,606.9961
0000007_04999_d_00000365_features,individual,pickuptruck3_729_features,0.68875575,0.3112443,25.783658981323242,817.60547,697.7317
0000007_04999_d_00000365_features,individual,pickuptruck3_733_features,0.703915,0.29608488,25.23322296142578,797.3257,720.07947
0000007_04999_d_00000365_features,individual,pickuptruck3_829_features,0.7074983,0.2925015,25.217967987060547,789.068,740.03436
0000204_00000_d_000019123_features,averaged,averaged_features,0.82887113,0.17112887,15.90330982208252,503.0918,587.50507
0000204_00000_d_000019123_features,individual,0000007_04999_d_000003610_features,0.6683384,0.33166158,25.809904098510742,826.0689,639.8469
0000204_00000_d_000019123_features,individual,0000007_04999_d_000003611_features,0.64851934,0.35148054,28.838363647460938,937.98737,688.2685
0000204_00000_d_000019123_features,individual,0000007_04999_d_00000362_features,0.61377704,0.38622296,30.850482940673828,977.76263,670.80066
0000204_00000_d_000019123_features,individual,0000007_04999_d_00000364_features,0.64865017,0.3513497,25.368207931518555,799.77563,582.77985
0000204_00000_d_000019123_features,individual,0000007_04999_d_00000365_features,0.6540384,0.3459615,26.949129104614258,863.4348,645.218
0000204_00000_d_000019123_features,individual,0000007_05499_d_000003711_features,0.61310744,0.38689244,26.70928192138672,840.18396,554.4084
0000204_00000_d_000019123_features,individual,0000007_05499_d_000003719_features,0.6111187,0.38888127,29.26968002319336,895.8511,624.5714
0000204_00000_d_000019123_features,individual,0000007_05499_d_000003725_features,0.6640754,0.3359245,24.486120223999023,761.17755,584.59204
0000204_00000_d_000019123_features,individual,0000007_05499_d_00000372_features,0.58459306,0.41540682,27.6224422454834,867.136,527.5754
0000204_00000_d_000019123_features,individual,0000007_05499_d_00000373_features,0.6235821,0.37641788,25.025941848754883,753.30554,517.7931
0000204_00000_d_000019123_features,individual,0000007_05499_d_00000376_features,0.60806346,0.3919366,26.580848693847656,829.67944,540.38477
0000204_00000_d_000019123_features,individual,0000007_05499_d_00000378_features,0.5903735,0.40962648,24.411771774291992,744.5842,423.28497
0000204_00000_d_000019123_features,individual,0000076_00004_d_00000014_features,0.54450166,0.45549828,27.548072814941406,845.07306,452.82718
0000204_00000_d_000019123_features,individual,0000076_00352_d_00000027_features,0.46370366,0.53629625,32.720096588134766,1011.15656,447.89963
0000204_00000_d_000019123_features,individual,0000076_01012_d_000000410_features,0.6568514,0.34314847,24.13069725036621,757.31445,554.87384
0000204_00000_d_000019123_features,individual,0000076_01012_d_00000049_features,0.6926322,0.30736774,24.617570877075195,787.29785,653.60266
0000204_00000_d_000019123_features,individual,0000076_01601_d_00000068_features,0.5622518,0.43774825,29.657434463500977,915.6697,542.8002
0000204_00000_d_000019123_features,individual,0000076_01792_d_000000715_features,0.6027024,0.39729756,25.92028045654297,810.56323,507.85635
0000204_00000_d_000019123_features,individual,0000076_01975_d_000000813_features,0.6752476,0.32475227,23.751394271850586,751.61707,581.5558
0000204_00000_d_000019123_features,individual,0000076_01975_d_0000008_features,0.5986229,0.40137714,28.040082931518555,887.6177,566.3269
0000204_00000_d_000019123_features,individual,0000076_03315_d_000001117_features,0.62104064,0.37895936,25.507314682006836,792.4128,530.1373
0000204_00000_d_000019123_features,individual,0000076_03689_d_000001212_features,0.54634786,0.45365214,29.314966201782227,914.2478,505.57898
0000204_00000_d_000019123_features,individual,0000076_04925_d_00000172_features,0.61218834,0.38781154,26.203447341918945,819.3343,536.20483
0000204_00000_d_000019123_features,individual,0000076_04999_d_00000189_features,0.60539687,0.39460307,26.761751174926758,830.7111,540.9353
0000204_00000_d_000019123_features,individual,0000076_05079_d_00000196_features,0.6488693,0.35113066,23.94053840637207,753.28406,529.2764
0000204_00000_d_000019123_features,individual,0000201_01634_d_00001792_features,0.7068163,0.29318362,20.738759994506836,657.1213,508.86618
0000204_00000_d_000019123_features,individual,0000204_00000_d_000019121_features,0.7199759,0.280024,21.694347381591797,672.8207,602.7744
0000204_00000_d_000019123_features,individual,0000204_00000_d_000019123_features,0.9999999,0.0,0.0,0.0,799.6554
0000204_00000_d_000019123_features,individual,0000204_00000_d_00001915_features,0.6887618,0.31123817,22.78502655029297,708.0437,572.99976
0000204_00000_d_000019123_features,individual,0000205_00405_d_000019732_features,0.7704612,0.2295388,19.41570281982422,616.7545,631.79065
0000204_00000_d_000019123_features,individual,0000205_00405_d_00001974_features,0.68100965,0.31899035,22.788373947143555,706.17444,554.0751
0000204_00000_d_000019123_features,individual,0000205_02019_d_000020122_features,0.71317005,0.2868299,21.647804260253906,662.96436,582.1636
0000204_00000_d_000019123_features,individual,0000205_02019_d_000020138_features,0.67610955,0.3238904,23.665010452270508,757.7938,580.0848
0000204_00000_d_000019123_features,individual,0000205_02315_d_000020229_features,0.6600031,0.3399968,26.71397590637207,874.96204,650.6126
0000204_00000_d_000019123_features,individual,0000205_02315_d_000020249_features,0.6936369,0.306363,23.56740951538086,736.074,617.2455
0000204_00000_d_000019123_features,individual,0000205_02315_d_00002026_features,0.67534745,0.32465243,21.881977081298828,676.53143,491.2299
0000204_00000_d_000019123_features,individual,0000205_02315_d_00002029_features,0.6899847,0.3100152,22.57697296142578,721.91064,566.5851
0000204_00000_d_000019123_features,individual,0000206_00308_d_000020424_features,0.75079,0.24921,20.320703506469727,640.9638,620.6415
0000204_00000_d_000019123_features,individual,0000206_00308_d_000020429_features,0.75448287,0.24551696,19.953733444213867,634.81226,611.53955
0000204_00000_d_000019123_features,individual,0000206_00308_d_000020431_features,0.73667103,0.26332897,21.19811248779297,676.7262,624.50494
0000204_00000_d_000019123_features,individual,0000221_10787_d_00000082_features,0.652729,0.34727103,23.978439331054688,733.2457,539.5022
0000204_00000_d_000019123_features,individual,0000221_10787_d_00000083_features,0.63776755,0.3622324,24.026649475097656,749.24304,508.18753
0000204_00000_d_000019123_features,individual,0000221_11139_d_00000092_features,0.6401246,0.35987532,25.377058029174805,797.68286,565.07043
0000204_00000_d_000019123_features,individual,0000222_00735_d_00000032_features,0.67799056,0.32200938,22.30002212524414,716.89014,522.4054
0000204_00000_d_000019123_features,individual,0000222_01135_d_0000004_features,0.63682365,0.3631763,24.930328369140625,792.6366,542.01025
0000204_00000_d_000019123_features,individual,0000257_01607_d_00000506_features,0.61597335,0.38402653,25.20606803894043,800.1773,508.84293
0000204_00000_d_000019123_features,individual,0000257_02072_d_000005410_features,0.7425215,0.25747848,20.477645874023438,647.16925,604.2799
0000204_00000_d_000019123_features,individual,0000258_01938_d_000007517_features,0.64216685,0.35783315,23.624610900878906,748.58386,500.32986
0000204_00000_d_000019123_features,individual,0000258_02119_d_00000762_features,0.6251709,0.3748291,25.26911735534668,808.8702,530.0698
0000204_00000_d_000019123_features,individual,0000264_00801_d_00001983_features,0.669427,0.33057296,26.390684127807617,807.2792,660.7396
0000204_00000_d_000019123_features,individual,0000279_00601_d_000058713_features,0.62173104,0.37826878,26.484439849853516,824.0892,564.4169
0000204_00000_d_000019123_features,individual,0000279_01401_d_000059114_features,0.74956083,0.250439,19.65645980834961,627.1549,576.45825
0000204_00000_d_000019123_features,individual,0000279_01801_d_000059310_features,0.71924835,0.28075153,21.7767276763916,689.8364,604.74097
0000204_00000_d_000019123_features,individual,0000279_05401_d_000060841_features,0.6167007,0.3832993,26.84605598449707,827.3887,565.817
0000204_00000_d_000019123_features,individual,0000279_05801_d_000061024_features,0.7430743,0.25692564,19.758554458618164,623.7488,560.92676
0000204_00000_d_000019123_features,individual,0000290_00801_d_000085225_features,0.7380896,0.26191032,21.25945281982422,658.82007,631.36426
0000204_00000_d_000019123_features,individual,0000300_02601_d_000015120_features,0.6631444,0.33685547,24.03925895690918,756.04944,565.3761
0000204_00000_d_000019123_features,individual,0000307_06401_d_000030027_features,0.6008141,0.39918578,25.085844039916992,753.2389,473.45166
0000204_00000_d_000019123_features,individual,0000307_06401_d_00003002_features,0.70117867,0.29882127,25.449098587036133,805.0226,701.0637
0000204_00000_d_000019123_features,individual,0000307_06601_d_000030130_features,0.65655935,0.34344053,22.76546859741211,703.0586,492.4456
0000204_00000_d_000019123_features,individual,0000307_06601_d_00003014_features,0.7610727,0.2389273,21.424718856811523,691.2892,701.4354
0000204_00000_d_000019123_features,individual,0000307_07201_d_00003048_features,0.7295431,0.27045673,22.82470703125,735.2691,675.65826
0000204_00000_d_000019123_features,individual,0000339_00001_d_000016113_features,0.7023971,0.2976029,20.40707778930664,627.7769,461.32574
0000204_00000_d_000019123_features,individual,0000342_04117_d_000026313_features,0.6803999,0.31960005,23.59796142578125,749.3548,587.3697
0000204_00000_d_000019123_features,individual,0000344_00001_d_000029320_features,0.6978501,0.30214983,25.079259872436523,783.48926,681.2915
0000204_00000_d_000019123_features,individual,0000348_05097_d_00004327_features,0.73198164,0.2680183,22.895479202270508,746.5597,684.4874
0000204_00000_d_000019123_features,individual,0000349_05685_d_00004698_features,0.6735982,0.3264017,22.815637588500977,747.16016,537.1288
0000204_00000_d_000019123_features,individual,0000352_04117_d_000056022_features,0.7230122,0.27698773,20.517822265625,653.3379,546.2592
0000204_00000_d_000019123_features,individual,0000352_04705_d_000056326_features,0.67691314,0.3230868,22.910545349121094,733.3151,549.6631
0000204_00000_d_000019123_features,individual,0000352_04901_d_00005646_features,0.6570658,0.34293413,24.531505584716797,773.8613,570.808
0000204_00000_d_000019123_features,individual,0000352_05097_d_000056513_features,0.7107439,0.28925598,22.414722442626953,690.92285,611.5764
0000204_00000_d_000019123_features,individual,0000352_05293_d_000056611_features,0.72546804,0.27453184,20.547454833984375,648.25964,556.0181
0000204_00000_d_000019123_features,individual,0000352_05489_d_00005679_features,0.7351608,0.26483917,19.22549057006836,600.00867,462.64426
0000204_00000_d_000019123_features,individual,0000363_00589_d_00007865_features,0.73044467,0.2695552,22.010465621948242,703.3266,644.728
0000204_00000_d_000019123_features,individual,0000363_01177_d_0000789_features,0.72675604,0.27324402,21.166025161743164,649.1515,595.163
0000204_00000_d_000019123_features,individual,0000363_02745_d_00007969_features,0.6798799,0.32012016,21.901203155517578,702.6131,505.08276
0000204_00000_d_000019123_features,individual,9999937_00000_d_0000027_features,0.5605718,0.4394282,28.564708709716797,895.401,510.5843
0000204_00000_d_000019123_features,individual,9999937_00000_d_000002913_features,0.72155166,0.27844828,20.863296508789062,632.7728,563.3982
0000204_00000_d_000019123_features,individual,9999937_00000_d_00000305_features,0.6746849,0.32531494,23.21826171875,744.26074,558.04114
0000204_00000_d_000019123_features,individual,9999937_00000_d_00000313_features,0.7183964,0.28160363,21.044178009033203,675.243,564.58264
